datum_zobrazeni;datum;kraj_kod;kraj;okres_kod;okres;body;incidence14_100;incidence14_100_body;incidence_65_14_100;incidence_65_14_100_body;incidence_65_roste;incidence_65_roste_body;simple_r;simple_r_body;pozit_perc_test;pozit_perc_test_body;pozit_perc_test_roste;pozit_perc_test_roste_body
2020-12-07;2020-12-06;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;48;442.603459500000;13;308.449001700000;13;1;2;0.941580756013;5;0.160233918128;15;0;0
2020-12-07;2020-12-06;CZ020;Středočeský kraj;CZ0208;Nymburk;62;616.537477900000;16;946.739302900000;16;0;0;0.874635568513;5;0.252525252525;25;0;0
2020-12-07;2020-12-06;CZ020;Středočeský kraj;CZ0209;Praha-východ;51;385.574960300000;13;356.217616500000;13;0;0;1.043859649122;10;0.153813011632;15;0;0
2020-12-07;2020-12-06;CZ020;Středočeský kraj;CZ020A;Praha-západ;56;339.498319200000;13;320.526518200000;13;1;2;1.205020920502;15;0.140214216163;11;1;2
2020-12-07;2020-12-06;CZ020;Středočeský kraj;CZ020B;Příbram;61;516.923825400000;16;443.993403500000;13;1;2;0.957055214723;5;0.245669291338;25;0;0
2020-12-07;2020-12-06;CZ020;Středočeský kraj;CZ020C;Rakovník;52;565.134444400000;16;705.497720000000;16;0;0;0.612359550561;0;0.204119850187;20;0;0
2020-12-07;2020-12-06;CZ031;Jihočeský kraj;CZ0311;České Budějovice;53;360.892890800000;13;347.240490300000;13;1;2;1.009836065573;10;0.185096153846;15;0;0
2020-12-07;2020-12-06;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;60;344.401845400000;13;350.846416900000;13;1;2;0.915887850467;5;0.259946949602;25;1;2
2020-12-07;2020-12-06;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;76;620.782428400000;16;330.570106200000;13;0;0;1.250000000000;15;0.309336332958;30;1;2
2020-12-07;2020-12-06;CZ031;Jihočeský kraj;CZ0314;Písek;58;469.358961800000;13;590.438702300000;16;1;2;0.994219653179;5;0.224836601307;20;1;2
2020-12-07;2020-12-06;CZ031;Jihočeský kraj;CZ0315;Prachatice;74;455.098277600000;13;525.376685100000;16;0;0;1.461538461538;20;0.243589743589;25;0;0
2020-12-07;2020-12-06;CZ031;Jihočeský kraj;CZ0316;Strakonice;79;672.582377200000;16;675.766995500000;16;0;0;1.284023668639;15;0.331804281345;30;1;2
2020-12-07;2020-12-06;CZ031;Jihočeský kraj;CZ0317;Tábor;67;609.191481000000;16;651.082877400000;16;0;0;1.159695817490;10;0.235703245749;25;0;0
2020-12-07;2020-12-06;CZ032;Plzeňský kraj;CZ0321;Domažlice;71;639.682897700000;16;362.991046200000;13;0;0;1.030150753768;10;0.434322033898;30;1;2
2020-12-07;2020-12-06;CZ032;Plzeňský kraj;CZ0322;Klatovy;66;462.936172600000;13;611.878890100000;16;0;0;1.086705202312;10;0.253711201079;25;1;2
2020-12-07;2020-12-06;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;53;400.452954400000;13;381.320259400000;13;1;2;1.008264462809;10;0.171428571428;15;0;0
2020-12-07;2020-12-06;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;66;524.508568500000;16;501.079247600000;16;1;2;1.080745341614;10;0.204946996466;20;1;2
2020-12-07;2020-12-06;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;73;391.352730000000;13;262.054507300000;13;0;0;1.512396694214;20;0.233716475095;25;1;2
2020-12-07;2020-12-06;CZ032;Plzeňský kraj;CZ0326;Rokycany;66;486.332043200000;16;376.797223500000;13;0;0;1.120689655172;10;0.254403131115;25;1;2
2020-12-07;2020-12-06;CZ032;Plzeňský kraj;CZ0327;Tachov;56;460.100117700000;13;415.454923100000;13;0;0;1.019047619047;10;0.201506591337;20;0;0
2020-12-07;2020-12-06;CZ041;Karlovarský kraj;CZ0411;Cheb;46;304.472139100000;13;324.271739700000;13;0;0;0.985074626865;5;0.177181208053;15;0;0
2020-12-07;2020-12-06;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;68;429.375185000000;13;461.482411000000;13;0;0;1.309523809523;15;0.250000000000;25;1;2
2020-12-07;2020-12-06;CZ041;Karlovarský kraj;CZ0413;Sokolov;78;478.392962400000;13;612.773980600000;16;1;2;1.341317365269;15;0.274846625766;30;1;2
2020-12-07;2020-12-06;CZ042;Ústecký kraj;CZ0421;Děčín;74;521.066526600000;16;528.362809100000;16;0;0;1.157718120805;10;0.290404040404;30;1;2
2020-12-07;2020-12-06;CZ042;Ústecký kraj;CZ0422;Chomutov;60;382.565268100000;13;461.355947000000;13;1;2;1.058823529411;10;0.228739002932;20;1;2
2020-12-07;2020-12-06;CZ042;Ústecký kraj;CZ0423;Litoměřice;63;439.549420000000;13;410.583941600000;13;0;0;1.007407407407;10;0.244824482448;25;1;2
2020-12-07;2020-12-06;CZ042;Ústecký kraj;CZ0424;Louny;76;620.594986700000;16;503.942609800000;16;1;2;1.093385214007;10;0.309130913091;30;1;2
2020-12-07;2020-12-06;CZ042;Ústecký kraj;CZ0425;Most;79;539.800193300000;16;499.673111000000;16;0;0;1.215827338129;15;0.301785714285;30;1;2
2020-12-07;2020-12-06;CZ042;Ústecký kraj;CZ0426;Teplice;74;536.909631800000;16;580.516898600000;16;0;0;1.140065146579;10;0.271739130434;30;1;2
2020-12-07;2020-12-06;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;71;489.366337600000;16;517.291727500000;16;1;2;1.169117647058;10;0.245370370370;25;1;2
2020-12-07;2020-12-06;CZ051;Liberecký kraj;CZ0511;Česká Lípa;57;581.800580800000;16;652.437790800000;16;0;0;0.874172185430;5;0.209856915739;20;0;0
2020-12-07;2020-12-06;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;78;541.542126600000;16;445.002879400000;13;1;2;1.230769230769;15;0.278974358974;30;1;2
2020-12-07;2020-12-06;CZ051;Liberecký kraj;CZ0513;Liberec;66;533.520093800000;16;504.240201600000;16;1;2;1.160092807424;10;0.221336874723;20;1;2
2020-12-07;2020-12-06;CZ051;Liberecký kraj;CZ0514;Semily;76;688.286975100000;16;564.201128400000;16;1;2;1.128000000000;10;0.350310559006;30;1;2
2020-12-07;2020-12-06;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;62;528.965261100000;16;653.540472400000;16;0;0;1.056410256410;10;0.201762977473;20;0;0
2020-12-07;2020-12-06;CZ052;Královéhradecký kraj;CZ0522;Jičín;67;668.374039600000;16;481.333646300000;16;0;0;0.925925925925;5;0.299043062200;30;0;0
2020-12-07;2020-12-06;CZ052;Královéhradecký kraj;CZ0523;Náchod;62;530.202440900000;16;550.314465400000;16;0;0;0.908163265306;5;0.238605898123;25;0;0
2020-12-07;2020-12-06;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;72;743.232178100000;16;683.051777700000;16;0;0;1.061151079136;10;0.275186567164;30;0;0
2020-12-07;2020-12-06;CZ052;Královéhradecký kraj;CZ0525;Trutnov;57;486.531387200000;16;490.367775800000;16;0;0;0.844897959183;5;0.191135734072;20;0;0
2020-12-07;2020-12-06;CZ053;Pardubický kraj;CZ0531;Chrudim;69;768.546930100000;16;885.772282700000;16;0;0;0.957500000000;5;0.281824871228;30;1;2
2020-12-07;2020-12-06;CZ053;Pardubický kraj;CZ0532;Pardubice;58;430.344104200000;13;354.609929000000;13;0;0;1.060109289617;10;0.214958448753;20;1;2
2020-12-07;2020-12-06;CZ053;Pardubický kraj;CZ0533;Svitavy;57;751.440100400000;16;764.146078400000;16;0;0;0.775656324582;0;0.243445692883;25;0;0
2020-12-07;2020-12-06;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;57;573.494847200000;16;586.979722500000;16;0;0;0.866141732283;5;0.210057288351;20;0;0
2020-12-07;2020-12-06;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;75;1336.985724000000;20;1310.720896400000;20;0;0;0.964343598055;5;0.314149947201;30;0;0
2020-12-07;2020-12-06;CZ063;Kraj Vysočina;CZ0632;Jihlava;69;524.518604500000;16;425.055928400000;13;0;0;1.078512396694;10;0.277955271565;30;0;0
2020-12-07;2020-12-06;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;67;735.802605700000;16;684.756175600000;16;0;0;0.992187500000;5;0.362339514978;30;0;0
2020-12-07;2020-12-06;CZ063;Kraj Vysočina;CZ0634;Třebíč;41;440.393466200000;13;420.923400700000;13;0;0;0.799126637554;0;0.170549860205;15;0;0
2020-12-07;2020-12-06;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;52;604.275630900000;16;595.263404000000;16;0;0;0.991124260355;5;0.160825732117;15;0;0
2020-12-07;2020-12-06;CZ064;Jihomoravský kraj;CZ0641;Blansko;71;576.345110600000;16;691.717243800000;16;1;2;0.958456973293;5;0.296330275229;30;1;2
2020-12-07;2020-12-06;CZ064;Jihomoravský kraj;CZ0642;Brno-město;55;402.783823600000;13;380.079791500000;13;1;2;1.050397877984;10;0.185219831618;15;1;2
2020-12-07;2020-12-06;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;51;386.837724000000;13;350.962120200000;13;0;0;0.990338164251;5;0.199805068226;20;0;0
2020-12-07;2020-12-06;CZ064;Jihomoravský kraj;CZ0644;Břeclav;67;528.845740400000;16;686.795386800000;16;0;0;0.946127946127;5;0.272286821705;30;0;0
2020-12-07;2020-12-06;CZ064;Jihomoravský kraj;CZ0645;Hodonín;60;428.730114300000;13;328.864946100000;13;1;2;1.075949367088;10;0.213433772755;20;1;2
2020-12-07;2020-12-06;CZ064;Jihomoravský kraj;CZ0646;Vyškov;57;486.562635400000;16;599.547511300000;16;0;0;0.825726141078;5;0.216775599128;20;0;0
2020-12-07;2020-12-06;CZ064;Jihomoravský kraj;CZ0647;Znojmo;62;525.574765400000;16;480.578457700000;16;0;0;0.912891986062;5;0.236248872858;25;0;0
2020-12-07;2020-12-06;CZ071;Olomoucký kraj;CZ0711;Jeseník;88;384.534344700000;13;583.333333300000;16;1;2;1.763636363636;25;0.336805555555;30;1;2
2020-12-07;2020-12-06;CZ071;Olomoucký kraj;CZ0712;Olomouc;55;415.336005900000;13;359.368022600000;13;1;2;0.876106194690;5;0.226960110041;20;1;2
2020-12-07;2020-12-06;CZ071;Olomoucký kraj;CZ0713;Prostějov;81;576.183200400000;16;537.491115800000;16;1;2;1.235690235690;15;0.328853046594;30;1;2
2020-12-07;2020-12-06;CZ071;Olomoucký kraj;CZ0714;Přerov;69;603.032923500000;16;532.168679100000;16;0;0;0.966903073286;5;0.302291204730;30;1;2
2020-12-07;2020-12-06;CZ071;Olomoucký kraj;CZ0715;Šumperk;61;535.638655600000;16;353.411782900000;13;1;2;0.824362606232;5;0.247028862478;25;0;0
2020-12-07;2020-12-06;CZ072;Zlínský kraj;CZ0721;Kroměříž;76;709.112138400000;16;884.955752200000;16;1;2;1.116766467065;10;0.304241435562;30;1;2
2020-12-07;2020-12-06;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;61;567.406803200000;16;453.991055600000;13;1;2;0.984693877551;5;0.255291005291;25;0;0
2020-12-07;2020-12-06;CZ072;Zlínský kraj;CZ0723;Vsetín;62;618.834331000000;16;609.401211900000;16;0;0;0.906318082788;5;0.259675405742;25;0;0
2020-12-07;2020-12-06;CZ072;Zlínský kraj;CZ0724;Zlín;62;619.351741600000;16;604.663841500000;16;0;0;0.899497487437;5;0.245317496573;25;0;0
2020-12-07;2020-12-06;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;63;405.035099400000;13;477.682469500000;13;0;0;1.317241379310;15;0.202760084925;20;1;2
2020-12-07;2020-12-06;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;64;586.974750700000;16;544.317938700000;16;0;0;1.045088566827;10;0.213206307490;20;1;2
2020-12-07;2020-12-06;CZ080;Moravskoslezský kraj;CZ0803;Karviná;57;639.401763500000;16;590.774371900000;16;0;0;1.026923076923;10;0.157553107789;15;0;0
2020-12-07;2020-12-06;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;60;417.609531700000;13;464.271295900000;13;1;2;1.062893081761;10;0.205846528623;20;1;2
2020-12-07;2020-12-06;CZ080;Moravskoslezský kraj;CZ0805;Opava;76;796.091604400000;16;675.168792100000;16;1;2;1.043090638930;10;0.283407347597;30;1;2
2020-12-07;2020-12-06;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;76;528.822877100000;16;618.869325700000;16;1;2;1.308100929614;15;0.232970671712;25;1;2
2020-12-08;2020-12-07;CZ010;Hl. m. Praha;CZ0100;Praha;49;356.647438500000;13;378.634050700000;13;0;0;1.177561427909;10;0.126054590570;11;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0201;Benešov;79;640.754823200000;16;650.557620800000;16;0;0;1.227941176470;15;0.270445344129;30;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0202;Beroun;53;394.495991900000;13;262.932266300000;13;0;0;1.060439560439;10;0.187015503875;15;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0203;Kladno;66;592.252662400000;16;612.308653500000;16;1;2;1.189066059225;10;0.199541284403;20;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0204;Kolín;71;494.041296700000;16;516.154647800000;16;1;2;1.228448275862;15;0.225653206650;20;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0205;Kutná Hora;67;745.107348200000;16;848.256361900000;16;0;0;0.892361111111;5;0.283039647577;30;0;0
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0206;Mělník;79;579.129384600000;16;767.688621500000;16;0;0;1.233449477351;15;0.269817073170;30;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;53;455.643769400000;13;316.785461200000;13;1;2;1.047445255474;10;0.166666666666;15;0;0
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0208;Nymburk;67;629.423309400000;16;957.317395600000;16;0;0;0.984756097560;5;0.260273972602;30;0;0
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ0209;Praha-východ;55;380.714771700000;13;341.824985600000;13;1;2;1.159509202453;10;0.161331626120;15;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ020A;Praha-západ;60;358.247733300000;13;329.073892000000;13;1;2;1.290322580645;15;0.152671755725;15;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ020B;Příbram;68;517.792604900000;16;456.678929300000;13;1;2;1.073248407643;10;0.254531722054;25;1;2
2020-12-08;2020-12-07;CZ020;Středočeský kraj;CZ020C;Rakovník;52;525.539037400000;16;671.083197100000;16;0;0;0.744827586206;0;0.207293666026;20;0;0
2020-12-08;2020-12-07;CZ031;Jihočeský kraj;CZ0311;České Budějovice;48;353.746496900000;13;334.087441400000;13;1;2;0.824712643678;5;0.172995780590;15;0;0
2020-12-08;2020-12-07;CZ031;Jihočeský kraj;CZ0312;Český Krumlov;65;347.650919400000;13;342.075256500000;13;1;2;0.980582524271;5;0.288571428571;30;1;2
2020-12-08;2020-12-07;CZ031;Jihočeský kraj;CZ0313;Jindřichův Hradec;73;541.392846100000;16;244.113309200000;13;1;2;1.169642857142;10;0.297389330306;30;1;2
2020-12-08;2020-12-07;CZ031;Jihočeský kraj;CZ0314;Písek;61;451.199240000000;13;533.299473000000;16;1;2;1.030674846625;10;0.215661103979;20;0;0
2020-12-08;2020-12-07;CZ031;Jihočeský kraj;CZ0315;Prachatice;73;376.633057300000;13;436.161776300000;13;0;0;1.590909090909;20;0.237556561085;25;1;2
2020-12-08;2020-12-07;CZ031;Jihočeský kraj;CZ0316;Strakonice;84;618.888826000000;16;635.220975800000;16;0;0;1.506024096385;20;0.323834196891;30;1;2
2020-12-08;2020-12-07;CZ031;Jihočeský kraj;CZ0317;Tábor;72;612.115600100000;16;664.647104000000;16;0;0;1.249011857707;15;0.238131122833;25;0;0
2020-12-08;2020-12-07;CZ032;Plzeňský kraj;CZ0321;Domažlice;66;621.958686400000;16;338.791643100000;13;0;0;0.947115384615;5;0.419148936170;30;1;2
2020-12-08;2020-12-07;CZ032;Plzeňský kraj;CZ0322;Klatovy;79;484.925640800000;16;606.604072100000;16;0;0;1.312101910828;15;0.275033377837;30;1;2
2020-12-08;2020-12-07;CZ032;Plzeňský kraj;CZ0323;Plzeň-město;53;401.997117500000;13;371.415837100000;13;1;2;1.144117647058;10;0.184535104364;15;0;0
2020-12-08;2020-12-07;CZ032;Plzeňský kraj;CZ0324;Plzeň-jih;66;544.984879000000;16;539.623805100000;16;1;2;1.023668639053;10;0.201631701631;20;1;2
2020-12-08;2020-12-07;CZ032;Plzeňský kraj;CZ0325;Plzeň-sever;67;410.107653200000;13;222.746331200000;10;1;2;1.395973154362;15;0.254901960784;25;1;2
2020-12-08;2020-12-07;CZ032;Plzeňský kraj;CZ0326;Rokycany;68;496.463960700000;16;376.797223500000;13;1;2;1.106194690265;10;0.250501002004;25;1;2
2020-12-08;2020-12-07;CZ032;Plzeňský kraj;CZ0327;Tachov;60;445.376914000000;13;425.841296200000;13;1;2;1.166666666666;10;0.208771929824;20;1;2
2020-12-08;2020-12-07;CZ041;Karlovarský kraj;CZ0411;Cheb;63;308.837331100000;13;318.867210700000;13;0;0;1.393162393162;15;0.205548549810;20;1;2
2020-12-08;2020-12-07;CZ041;Karlovarský kraj;CZ0412;Karlovy Vary;75;411.085369800000;13;457.434319700000;13;1;2;1.297777777777;15;0.271375464684;30;1;2
2020-12-08;2020-12-07;CZ041;Karlovarský kraj;CZ0413;Sokolov;91;481.793860200000;16;654.018383200000;16;1;2;1.618181818181;25;0.319377990430;30;1;2
2020-12-08;2020-12-07;CZ042;Ústecký kraj;CZ0421;Děčín;81;510.259220900000;16;495.340133500000;16;1;2;1.259649122807;15;0.303209459459;30;1;2
2020-12-08;2020-12-07;CZ042;Ústecký kraj;CZ0422;Chomutov;53;374.561810700000;13;456.962080900000;13;1;2;0.991071428571;5;0.218719211822;20;0;0
2020-12-08;2020-12-07;CZ042;Ústecký kraj;CZ0423;Litoměřice;70;433.699903000000;13;423.025879200000;13;1;2;1.305825242718;15;0.241472172351;25;1;2
2020-12-08;2020-12-07;CZ042;Ústecký kraj;CZ0424;Louny;76;652.893610600000;16;533.586292700000;16;1;2;1.150735294117;10;0.315842583249;30;1;2
2020-12-08;2020-12-07;CZ042;Ústecký kraj;CZ0425;Most;79;563.075160200000;16;555.711216900000;16;0;0;1.359550561797;15;0.309462915601;30;1;2
2020-12-08;2020-12-07;CZ042;Ústecký kraj;CZ0426;Teplice;74;533.035824900000;16;584.493041700000;16;0;0;1.195945945945;10;0.274206041828;30;1;2
2020-12-08;2020-12-07;CZ042;Ústecký kraj;CZ0427;Ústí nad Labem;68;478.472908800000;13;517.291727500000;16;1;2;1.037288135593;10;0.234842670759;25;1;2
2020-12-08;2020-12-07;CZ051;Liberecký kraj;CZ0511;Česká Lípa;57;538.238141300000;16;622.091847000000;16;0;0;0.871080139372;5;0.193798449612;20;0;0
2020-12-08;2020-12-07;CZ051;Liberecký kraj;CZ0512;Jablonec nad Nisou;78;575.733177400000;16;465.944191400000;13;1;2;1.304932735426;15;0.300000000000;30;1;2
2020-12-08;2020-12-07;CZ051;Liberecký kraj;CZ0513;Liberec;76;545.477321100000;16;538.620215400000;16;1;2;1.225581395348;15;0.238030713640;25;1;2
2020-12-08;2020-12-07;CZ051;Liberecký kraj;CZ0514;Semily;81;701.782798200000;16;551.801103600000;16;1;2;1.225409836065;15;0.352179034157;30;1;2
2020-12-08;2020-12-07;CZ052;Královéhradecký kraj;CZ0521;Hradec Králové;52;497.921270000000;16;603.694165200000;16;0;0;0.966321243523;5;0.187814702920;15;0;0
2020-12-08;2020-12-07;CZ052;Královéhradecký kraj;CZ0522;Jičín;69;655.881066800000;16;487.203568900000;16;1;2;0.954022988505;5;0.299278846153;30;0;0
2020-12-08;2020-12-07;CZ052;Královéhradecký kraj;CZ0523;Náchod;62;530.202440900000;16;537.901357100000;16;0;0;0.989130434782;5;0.237597911227;25;0;0
2020-12-08;2020-12-07;CZ052;Královéhradecký kraj;CZ0524;Rychnov nad Kněžnou;72;691.583840300000;16;524.486186400000;16;0;0;1.014336917562;10;0.276097560975;30;0;0
2020-12-08;2020-12-07;CZ052;Královéhradecký kraj;CZ0525;Trutnov;51;409.398362400000;13;408.639813100000;13;0;0;0.930434782608;5;0.196330275229;20;0;0
2020-12-08;2020-12-07;CZ053;Pardubický kraj;CZ0531;Chrudim;74;744.649326500000;16;793.504336500000;16;0;0;1.125364431486;10;0.275320970042;30;1;2
2020-12-08;2020-12-07;CZ053;Pardubický kraj;CZ0532;Pardubice;63;434.904041800000;13;360.329444000000;13;0;0;1.238244514106;15;0.211456102783;20;1;2
2020-12-08;2020-12-07;CZ053;Pardubický kraj;CZ0533;Svitavy;57;692.014990400000;16;703.201912700000;16;0;0;0.779792746113;0;0.238888888888;25;0;0
2020-12-08;2020-12-07;CZ053;Pardubický kraj;CZ0534;Ústí nad Orlicí;57;536.611824200000;16;540.732835200000;16;0;0;0.912121212121;5;0.198156682027;20;0;0
2020-12-08;2020-12-07;CZ063;Kraj Vysočina;CZ0631;Havlíčkův Brod;75;1318.021387500000;20;1260.693381300000;20;0;0;0.932119205298;5;0.305978260869;30;0;0
2020-12-08;2020-12-07;CZ063;Kraj Vysočina;CZ0632;Jihlava;59;530.679057900000;16;425.055928400000;13;0;0;0.679300291545;0;0.267816091954;30;0;0
2020-12-08;2020-12-07;CZ063;Kraj Vysočina;CZ0633;Pelhřimov;67;728.887167700000;16;665.557404300000;16;0;0;0.957528957528;5;0.366863905325;30;0;0
2020-12-08;2020-12-07;CZ063;Kraj Vysočina;CZ0634;Třebíč;41;419.637216800000;13;337.615644300000;13;0;0;0.628352490421;0;0.180021953896;15;0;0
2020-12-08;2020-12-07;CZ063;Kraj Vysočina;CZ0635;Žďár nad Sázavou;52;594.119737900000;16;578.255878200000;16;0;0;0.952941176470;5;0.173913043478;15;0;0
2020-12-08;2020-12-07;CZ064;Jihomoravský kraj;CZ0641;Blansko;67;594.670869300000;16;722.956087100000;16;0;0;0.883381924198;5;0.282122905027;30;0;0
2020-12-08;2020-12-07;CZ064;Jihomoravský kraj;CZ0642;Brno-město;55;411.437382300000;13;382.596876200000;13;1;2;1.102941176470;10;0.185518326961;15;1;2
2020-12-08;2020-12-07;CZ064;Jihomoravský kraj;CZ0643;Brno-venkov;58;401.527764100000;13;350.962120200000;13;0;0;1.094562647754;10;0.217984934086;20;1;2
2020-12-08;2020-12-07;CZ064;Jihomoravský kraj;CZ0644;Břeclav;76;539.164681700000;16;639.281240500000;16;1;2;1.103448275862;10;0.291970802919;30;1;2
2020-12-08;2020-12-07;CZ064;Jihomoravský kraj;CZ0645;Hodonín;60;420.935021400000;13;313.204710500000;13;1;2;1.146179401993;10;0.208459214501;20;1;2
2020-12-08;2020-12-07;CZ064;Jihomoravský kraj;CZ0646;Vyškov;57;495.231902900000;16;622.171945700000;16;0;0;0.912663755458;5;0.219077568134;20;0;0
2020-12-08;2020-12-07;CZ064;Jihomoravský kraj;CZ0647;Znojmo;59;522.076763600000;16;449.715621000000;13;0;0;0.996466431095;5;0.254054054054;25;0;0
2020-12-08;2020-12-07;CZ071;Olomoucký kraj;CZ0711;Jeseník;83;400.337126000000;13;595.238095200000;16;1;2;1.515625000000;20;0.350180505415;30;1;2
2020-12-08;2020-12-07;CZ071;Olomoucký kraj;CZ0712;Olomouc;60;422.555548000000;13;359.368022600000;13;1;2;1.049792531120;10;0.220287331301;20;1;2
2020-12-08;2020-12-07;CZ071;Olomoucký kraj;CZ0713;Prostějov;79;591.830348100000;16;533.049040500000;16;0;0;1.230263157894;15;0.327495621716;30;1;2
2020-12-08;2020-12-07;CZ071;Olomoucký kraj;CZ0714;Přerov;76;618.475508000000;16;495.467390900000;16;1;2;1.077720207253;10;0.298850574712;30;1;2
2020-12-08;2020-12-07;CZ071;Olomoucký kraj;CZ0715;Šumperk;64;533.147313000000;16;357.295428900000;13;0;0;0.852507374631;5;0.264409881061;30;0;0
2020-12-08;2020-12-07;CZ072;Zlínský kraj;CZ0721;Kroměříž;76;717.655658100000;16;907.416558100000;16;1;2;1.142857142857;10;0.316034082106;30;1;2
2020-12-08;2020-12-07;CZ072;Zlínský kraj;CZ0722;Uherské Hradiště;66;566.000590600000;16;460.767041600000;13;1;2;1.005277044854;10;0.258831521739;25;0;0
2020-12-08;2020-12-07;CZ072;Zlínský kraj;CZ0723;Vsetín;69;636.276110300000;16;636.790030400000;16;0;0;0.933035714285;5;0.274638633377;30;1;2
2020-12-08;2020-12-07;CZ072;Zlínský kraj;CZ0724;Zlín;74;616.742846400000;16;589.795058600000;16;0;0;1.001697792869;10;0.263040570664;30;1;2
2020-12-08;2020-12-07;CZ080;Moravskoslezský kraj;CZ0801;Bruntál;63;401.759882900000;13;472.546098900000;13;0;0;1.286666666666;15;0.202944269190;20;1;2
2020-12-08;2020-12-07;CZ080;Moravskoslezský kraj;CZ0802;Frýdek-Místek;66;593.962545400000;16;556.202609800000;16;1;2;1.104553119730;10;0.221283783783;20;1;2
2020-12-08;2020-12-07;CZ080;Moravskoslezský kraj;CZ0803;Karviná;59;644.679365300000;16;590.774371900000;16;0;0;1.085825747724;10;0.164661802405;15;1;2
2020-12-08;2020-12-07;CZ080;Moravskoslezský kraj;CZ0804;Nový Jičín;63;436.081991300000;13;494.549858700000;16;1;2;1.053968253968;10;0.216427640156;20;1;2
2020-12-08;2020-12-07;CZ080;Moravskoslezský kraj;CZ0805;Opava;76;818.221021800000;16;724.219516400000;16;1;2;1.106508875739;10;0.298126743722;30;1;2
2020-12-08;2020-12-07;CZ080;Moravskoslezský kraj;CZ0806;Ostrava-město;76;549.126177200000;16;629.699538900000;16;1;2;1.211031175059;15;0.234012974976;25;1;2
2020-12-09;2020-12-08;CZ010;Hl. m. Praha;CZ0100;Praha;49;363.821164300000;13;373.856334000000;13;0;0;1.141401273885;10;0.128477201032;11;1;2
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0201;Benešov;76;648.801979600000;16;645.666210100000;16;1;2;1.182432432432;10;0.277337559429;30;1;2
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0202;Beroun;68;434.471585700000;13;297.227779300000;13;0;0;1.414634146341;20;0.210144927536;20;1;2
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0203;Kladno;64;590.450676600000;16;618.556701000000;16;0;0;1.093945720250;10;0.194362017804;20;1;2
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0204;Kolín;76;514.504545700000;16;531.043724200000;16;1;2;1.233201581027;15;0.232835820895;25;1;2
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0205;Kutná Hora;72;755.657540700000;16;873.389883700000;16;0;0;1.046875000000;10;0.279166666666;30;0;0
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0206;Mělník;62;544.363323600000;16;743.239939300000;16;0;0;0.962848297213;5;0.247611464968;25;0;0
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0207;Mladá Boleslav;58;470.985310400000;13;300.112542200000;13;0;0;1.209737827715;15;0.179944289693;15;1;2
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0208;Nymburk;67;627.440873800000;16;909.715978200000;16;0;0;1.078066914498;10;0.234248788368;25;0;0
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ0209;Praha-východ;58;396.375379300000;13;359.815774300000;13;0;0;1.225000000000;15;0.164913756836;15;1;2
2020-12-09;2020-12-08;CZ020;Středočeský kraj;CZ020A;Praha-západ;60;382.354122800000;13;333.347578900000;13;1;2;1.328000000000;15;0.157048249763;15;1;2
