den,datum,okres_nuts_kod,orp_kod,orp_nazev,mc_kod,nove_pripady,aktivni_pripady,nove_pripady_65,nove_pripady_7_dni,nove_pripady_14_dni
čtvrtek,2020-06-04,CZ010A,1015,"Praha 15",547387,0,4,0,2,2
pátek,2020-06-05,CZ010A,1015,"Praha 15",547387,0,4,0,2,2
sobota,2020-06-06,CZ010A,1015,"Praha 15",547387,1,5,0,3,3
neděle,2020-06-07,CZ010A,1015,"Praha 15",547387,0,5,0,3,3
pondělí,2020-06-08,CZ010A,1015,"Praha 15",547387,1,6,0,4,4
úterý,2020-06-09,CZ010A,1015,"Praha 15",547387,0,5,0,4,4
středa,2020-06-10,CZ010A,1015,"Praha 15",547387,2,7,0,4,6
čtvrtek,2020-06-11,CZ010A,1015,"Praha 15",547387,0,7,0,4,6
pátek,2020-06-12,CZ010A,1015,"Praha 15",547387,1,8,0,5,7
sobota,2020-06-13,CZ010A,1015,"Praha 15",547387,1,8,0,5,8
neděle,2020-06-14,CZ010A,1015,"Praha 15",547387,1,9,0,6,9
pondělí,2020-06-15,CZ010A,1015,"Praha 15",547387,1,9,0,6,10
úterý,2020-06-16,CZ010A,1015,"Praha 15",547387,1,10,0,7,11
středa,2020-06-17,CZ010A,1015,"Praha 15",547387,0,10,0,5,9
čtvrtek,2020-06-18,CZ010A,1015,"Praha 15",547387,1,10,0,6,10
pátek,2020-06-19,CZ010A,1015,"Praha 15",547387,2,12,0,7,12
sobota,2020-06-20,CZ010A,1015,"Praha 15",547387,0,12,0,6,11
neděle,2020-06-21,CZ010A,1015,"Praha 15",547387,0,12,0,5,11
pondělí,2020-06-22,CZ010A,1015,"Praha 15",547387,0,12,0,4,10
úterý,2020-06-23,CZ010A,1015,"Praha 15",547387,0,12,0,3,10
středa,2020-06-24,CZ010A,1015,"Praha 15",547387,1,12,0,4,9
čtvrtek,2020-06-25,CZ010A,1015,"Praha 15",547387,1,13,0,4,10
pátek,2020-06-26,CZ010A,1015,"Praha 15",547387,0,12,0,2,9
sobota,2020-06-27,CZ010A,1015,"Praha 15",547387,1,13,0,3,9
neděle,2020-06-28,CZ010A,1015,"Praha 15",547387,0,12,0,3,8
pondělí,2020-06-29,CZ010A,1015,"Praha 15",547387,0,10,0,3,7
úterý,2020-06-30,CZ010A,1015,"Praha 15",547387,2,12,0,5,8
středa,2020-07-01,CZ010A,1015,"Praha 15",547387,1,12,0,5,9
čtvrtek,2020-07-02,CZ010A,1015,"Praha 15",547387,2,12,0,6,10
pátek,2020-07-03,CZ010A,1015,"Praha 15",547387,0,12,0,6,8
sobota,2020-07-04,CZ010A,1015,"Praha 15",547387,0,12,0,5,8
neděle,2020-07-05,CZ010A,1015,"Praha 15",547387,0,12,0,5,8
pondělí,2020-07-06,CZ010A,1015,"Praha 15",547387,0,12,0,5,8
úterý,2020-07-07,CZ010A,1015,"Praha 15",547387,1,13,0,4,9
středa,2020-07-08,CZ010A,1015,"Praha 15",547387,2,9,0,5,10
čtvrtek,2020-07-09,CZ010A,1015,"Praha 15",547387,0,9,0,3,9
pátek,2020-07-10,CZ010A,1015,"Praha 15",547387,0,9,0,3,9
sobota,2020-07-11,CZ010A,1015,"Praha 15",547387,0,8,0,3,8
neděle,2020-07-12,CZ010A,1015,"Praha 15",547387,0,7,0,3,8
pondělí,2020-07-13,CZ010A,1015,"Praha 15",547387,1,8,0,4,9
úterý,2020-07-14,CZ010A,1015,"Praha 15",547387,0,6,0,3,7
středa,2020-07-15,CZ010A,1015,"Praha 15",547387,2,7,0,3,8
čtvrtek,2020-07-16,CZ010A,1015,"Praha 15",547387,2,9,0,5,8
pátek,2020-07-17,CZ010A,1015,"Praha 15",547387,1,10,1,6,9
sobota,2020-07-18,CZ010A,1015,"Praha 15",547387,0,10,0,6,9
neděle,2020-07-19,CZ010A,1015,"Praha 15",547387,0,10,0,6,9
pondělí,2020-07-20,CZ010A,1015,"Praha 15",547387,1,10,0,6,10
úterý,2020-07-21,CZ010A,1015,"Praha 15",547387,3,12,0,9,12
středa,2020-07-22,CZ010A,1015,"Praha 15",547387,2,13,0,9,12
čtvrtek,2020-07-23,CZ010A,1015,"Praha 15",547387,5,18,1,12,17
pátek,2020-07-24,CZ010A,1015,"Praha 15",547387,8,26,0,19,25
sobota,2020-07-25,CZ010A,1015,"Praha 15",547387,6,32,0,25,31
neděle,2020-07-26,CZ010A,1015,"Praha 15",547387,0,32,0,25,31
pondělí,2020-07-27,CZ010A,1015,"Praha 15",547387,1,32,0,25,31
úterý,2020-07-28,CZ010A,1015,"Praha 15",547387,0,32,0,22,31
středa,2020-07-29,CZ010A,1015,"Praha 15",547387,1,29,0,21,30
čtvrtek,2020-07-30,CZ010A,1015,"Praha 15",547387,0,29,0,16,28
pátek,2020-07-31,CZ010A,1015,"Praha 15",547387,5,34,0,13,32
sobota,2020-08-01,CZ010A,1015,"Praha 15",547387,4,38,0,11,36
neděle,2020-08-02,CZ010A,1015,"Praha 15",547387,0,36,0,11,36
pondělí,2020-08-03,CZ010A,1015,"Praha 15",547387,3,36,0,13,38
úterý,2020-08-04,CZ010A,1015,"Praha 15",547387,4,39,0,17,39
středa,2020-08-05,CZ010A,1015,"Praha 15",547387,2,37,0,18,39
čtvrtek,2020-08-06,CZ010A,1015,"Praha 15",547387,5,37,0,23,39
pátek,2020-08-07,CZ010A,1015,"Praha 15",547387,3,29,0,21,34
sobota,2020-08-08,CZ010A,1015,"Praha 15",547387,2,30,0,19,30
neděle,2020-08-09,CZ010A,1015,"Praha 15",547387,1,31,0,20,31
pondělí,2020-08-10,CZ010A,1015,"Praha 15",547387,0,31,0,17,30
úterý,2020-08-11,CZ010A,1015,"Praha 15",547387,2,32,0,15,32
středa,2020-08-12,CZ010A,1015,"Praha 15",547387,2,33,0,15,33
čtvrtek,2020-08-13,CZ010A,1015,"Praha 15",547387,2,33,0,12,35
pátek,2020-08-14,CZ010A,1015,"Praha 15",547387,0,32,0,9,30
sobota,2020-08-15,CZ010A,1015,"Praha 15",547387,1,29,0,8,27
neděle,2020-08-16,CZ010A,1015,"Praha 15",547387,1,27,0,8,28
pondělí,2020-08-17,CZ010A,1015,"Praha 15",547387,3,25,0,11,28
úterý,2020-08-18,CZ010A,1015,"Praha 15",547387,6,29,0,15,30
středa,2020-08-19,CZ010A,1015,"Praha 15",547387,4,29,0,17,32
čtvrtek,2020-08-20,CZ010A,1015,"Praha 15",547387,3,29,0,18,30
pátek,2020-08-21,CZ010A,1015,"Praha 15",547387,5,31,1,23,32
sobota,2020-08-22,CZ010A,1015,"Praha 15",547387,1,31,0,23,31
neděle,2020-08-23,CZ010A,1015,"Praha 15",547387,0,31,0,22,30
pondělí,2020-08-24,CZ010A,1015,"Praha 15",547387,0,30,0,19,30
úterý,2020-08-25,CZ010A,1015,"Praha 15",547387,1,27,0,14,29
středa,2020-08-26,CZ010A,1015,"Praha 15",547387,2,29,0,12,29
čtvrtek,2020-08-27,CZ010A,1015,"Praha 15",547387,2,30,0,11,29
pátek,2020-08-28,CZ010A,1015,"Praha 15",547387,0,28,0,6,29
sobota,2020-08-29,CZ010A,1015,"Praha 15",547387,5,32,0,10,33
neděle,2020-08-30,CZ010A,1015,"Praha 15",547387,5,35,0,15,37
pondělí,2020-08-31,CZ010A,1015,"Praha 15",547387,1,30,0,16,35
úterý,2020-09-01,CZ010A,1015,"Praha 15",547387,0,27,0,15,29
středa,2020-09-02,CZ010A,1015,"Praha 15",547387,3,25,2,16,28
čtvrtek,2020-09-03,CZ010A,1015,"Praha 15",547387,3,26,1,17,28
pátek,2020-09-04,CZ010A,1015,"Praha 15",547387,8,33,0,25,31
sobota,2020-09-05,CZ010A,1015,"Praha 15",547387,1,33,0,21,31
neděle,2020-09-06,CZ010A,1015,"Praha 15",547387,7,40,1,23,38
pondělí,2020-09-07,CZ010A,1015,"Praha 15",547387,4,42,0,26,42
úterý,2020-09-08,CZ010A,1015,"Praha 15",547387,14,53,0,40,55
středa,2020-09-09,CZ010A,1015,"Praha 15",547387,11,60,0,48,64
čtvrtek,2020-09-10,CZ010A,1015,"Praha 15",547387,13,72,0,58,75
pátek,2020-09-11,CZ010A,1015,"Praha 15",547387,10,81,1,60,85
sobota,2020-09-12,CZ010A,1015,"Praha 15",547387,15,90,0,74,95
neděle,2020-09-13,CZ010A,1015,"Praha 15",547387,7,92,0,74,97
pondělí,2020-09-14,CZ010A,1015,"Praha 15",547387,8,93,0,78,104
úterý,2020-09-15,CZ010A,1015,"Praha 15",547387,11,101,2,75,115
středa,2020-09-16,CZ010A,1015,"Praha 15",547387,16,112,2,80,128
čtvrtek,2020-09-17,CZ010A,1015,"Praha 15",547387,40,143,3,107,165
pátek,2020-09-18,CZ010A,1015,"Praha 15",547387,11,145,0,108,168
sobota,2020-09-19,CZ010A,1015,"Praha 15",547387,37,170,3,130,204
neděle,2020-09-20,CZ010A,1015,"Praha 15",547387,16,178,4,139,213
pondělí,2020-09-21,CZ010A,1015,"Praha 15",547387,20,185,1,151,229
úterý,2020-09-22,CZ010A,1015,"Praha 15",547387,21,194,3,161,236
středa,2020-09-23,CZ010A,1015,"Praha 15",547387,15,203,0,160,240
čtvrtek,2020-09-24,CZ010A,1015,"Praha 15",547387,26,220,1,146,253
pátek,2020-09-25,CZ010A,1015,"Praha 15",547387,13,219,1,148,256
sobota,2020-09-26,CZ010A,1015,"Praha 15",547387,19,229,2,130,260
neděle,2020-09-27,CZ010A,1015,"Praha 15",547387,19,211,3,133,272
pondělí,2020-09-28,CZ010A,1015,"Praha 15",547387,11,210,1,124,275
úterý,2020-09-29,CZ010A,1015,"Praha 15",547387,16,186,2,119,280
středa,2020-09-30,CZ010A,1015,"Praha 15",547387,14,181,1,118,278
čtvrtek,2020-10-01,CZ010A,1015,"Praha 15",547387,25,190,4,117,263
pátek,2020-10-02,CZ010A,1015,"Praha 15",547387,20,187,3,124,272
sobota,2020-10-03,CZ010A,1015,"Praha 15",547387,10,174,0,115,245
neděle,2020-10-04,CZ010A,1015,"Praha 15",547387,31,187,4,127,260
pondělí,2020-10-05,CZ010A,1015,"Praha 15",547387,12,176,6,128,252
úterý,2020-10-06,CZ010A,1015,"Praha 15",547387,28,189,5,140,259
středa,2020-10-07,CZ010A,1015,"Praha 15",547387,37,209,5,163,281
čtvrtek,2020-10-08,CZ010A,1015,"Praha 15",547387,32,230,2,170,287
pátek,2020-10-09,CZ010A,1015,"Praha 15",547387,50,261,4,200,324
sobota,2020-10-10,CZ010A,1015,"Praha 15",547387,22,272,1,212,327
neděle,2020-10-11,CZ010A,1015,"Praha 15",547387,14,263,2,195,322
pondělí,2020-10-12,CZ010A,1015,"Praha 15",547387,31,276,2,214,342
úterý,2020-10-13,CZ010A,1015,"Praha 15",547387,46,291,5,232,372
středa,2020-10-14,CZ010A,1015,"Praha 15",547387,36,316,0,231,394
čtvrtek,2020-10-15,CZ010A,1015,"Praha 15",547387,44,346,1,243,413
pátek,2020-10-16,CZ010A,1015,"Praha 15",547387,45,363,3,238,438
sobota,2020-10-17,CZ010A,1015,"Praha 15",547387,39,358,3,255,467
neděle,2020-10-18,CZ010A,1015,"Praha 15",547387,26,350,3,267,462
pondělí,2020-10-19,CZ010A,1015,"Praha 15",547387,36,346,3,272,486
úterý,2020-10-20,CZ010A,1015,"Praha 15",547387,56,381,2,282,514
středa,2020-10-21,CZ010A,1015,"Praha 15",547387,66,432,4,312,543
čtvrtek,2020-10-22,CZ010A,1015,"Praha 15",547387,52,453,1,320,563
pátek,2020-10-23,CZ010A,1015,"Praha 15",547387,67,474,15,342,580
sobota,2020-10-24,CZ010A,1015,"Praha 15",547387,49,488,7,352,607
neděle,2020-10-25,CZ010A,1015,"Praha 15",547387,36,461,5,362,629
pondělí,2020-10-26,CZ010A,1015,"Praha 15",547387,41,455,5,367,639
úterý,2020-10-27,CZ010A,1015,"Praha 15",547387,44,461,5,355,637
středa,2020-10-28,CZ010A,1015,"Praha 15",547387,32,471,1,321,633
čtvrtek,2020-10-29,CZ010A,1015,"Praha 15",547387,47,467,6,316,636
pátek,2020-10-30,CZ010A,1015,"Praha 15",547387,37,433,2,286,628
sobota,2020-10-31,CZ010A,1015,"Praha 15",547387,41,418,8,278,630
neděle,2020-11-01,CZ010A,1015,"Praha 15",547387,16,373,3,258,620
pondělí,2020-11-02,CZ010A,1015,"Praha 15",547387,26,325,4,243,610
úterý,2020-11-03,CZ010A,1015,"Praha 15",547387,24,322,3,223,578
středa,2020-11-04,CZ010A,1015,"Praha 15",547387,26,327,5,217,538
čtvrtek,2020-11-05,CZ010A,1015,"Praha 15",547387,38,312,9,208,524
pátek,2020-11-06,CZ010A,1015,"Praha 15",547387,24,287,4,195,481
sobota,2020-11-07,CZ010A,1015,"Praha 15",547387,13,264,0,167,445
neděle,2020-11-08,CZ010A,1015,"Praha 15",547387,7,234,2,158,416
pondělí,2020-11-09,CZ010A,1015,"Praha 15",547387,20,215,1,152,395
úterý,2020-11-10,CZ010A,1015,"Praha 15",547387,22,211,5,150,373
středa,2020-11-11,CZ010A,1015,"Praha 15",547387,18,212,2,142,359
čtvrtek,2020-11-12,CZ010A,1015,"Praha 15",547387,17,198,4,121,329
pátek,2020-11-13,CZ010A,1015,"Praha 15",547387,13,180,3,110,305
sobota,2020-11-14,CZ010A,1015,"Praha 15",547387,13,166,5,110,277
neděle,2020-11-15,CZ010A,1015,"Praha 15",547387,4,151,0,107,265
pondělí,2020-11-16,CZ010A,1015,"Praha 15",547387,18,144,2,105,257
úterý,2020-11-17,CZ010A,1015,"Praha 15",547387,20,159,2,103,253
středa,2020-11-18,CZ010A,1015,"Praha 15",547387,11,160,0,96,238
čtvrtek,2020-11-19,CZ010A,1015,"Praha 15",547387,14,145,4,93,214
pátek,2020-11-20,CZ010A,1015,"Praha 15",547387,15,146,4,95,205
sobota,2020-11-21,CZ010A,1015,"Praha 15",547387,5,137,1,87,197
neděle,2020-11-22,CZ010A,1015,"Praha 15",547387,3,126,0,86,193
pondělí,2020-11-23,CZ010A,1015,"Praha 15",547387,10,119,4,78,183
úterý,2020-11-24,CZ010A,1015,"Praha 15",547387,13,125,1,71,174
středa,2020-11-25,CZ010A,1015,"Praha 15",547387,13,129,6,73,169
čtvrtek,2020-11-26,CZ010A,1015,"Praha 15",547387,3,102,1,62,155
pátek,2020-11-27,CZ010A,1015,"Praha 15",547387,7,96,1,54,149
sobota,2020-11-28,CZ010A,1015,"Praha 15",547387,3,84,2,52,139
neděle,2020-11-29,CZ010A,1015,"Praha 15",547387,2,72,0,51,137
pondělí,2020-11-30,CZ010A,1015,"Praha 15",547387,7,66,0,48,126
úterý,2020-12-01,CZ010A,1015,"Praha 15",547387,21,85,0,56,127
středa,2020-12-02,CZ010A,1015,"Praha 15",547387,12,93,4,55,128
čtvrtek,2020-12-03,CZ010A,1015,"Praha 15",547387,17,97,4,69,131
pátek,2020-12-04,CZ010A,1015,"Praha 15",547387,21,111,0,83,137
sobota,2020-12-05,CZ010A,1015,"Praha 15",547387,28,134,1,108,160
neděle,2020-12-06,CZ010A,1015,"Praha 15",547387,5,129,1,111,162
pondělí,2020-12-07,CZ010A,1015,"Praha 15",547387,17,139,2,121,169
úterý,2020-12-08,CZ010A,1015,"Praha 15",547387,28,162,5,128,184
středa,2020-12-09,CZ010A,1015,"Praha 15",547387,12,169,1,128,183
čtvrtek,2020-12-10,CZ010A,1015,"Praha 15",547387,26,178,8,137,206
pátek,2020-12-11,CZ010A,1015,"Praha 15",547387,15,183,4,131,214
sobota,2020-12-12,CZ010A,1015,"Praha 15",547387,12,178,4,115,223
neděle,2020-12-13,CZ010A,1015,"Praha 15",547387,6,168,0,116,227
pondělí,2020-12-14,CZ010A,1015,"Praha 15",547387,11,151,2,110,231
úterý,2020-12-15,CZ010A,1015,"Praha 15",547387,27,168,6,109,237
středa,2020-12-16,CZ010A,1015,"Praha 15",547387,44,207,5,141,269
čtvrtek,2020-12-17,CZ010A,1015,"Praha 15",547387,41,215,1,156,293
pátek,2020-12-18,CZ010A,1015,"Praha 15",547387,40,236,9,181,312
sobota,2020-12-19,CZ010A,1015,"Praha 15",547387,47,260,3,216,331
neděle,2020-12-20,CZ010A,1015,"Praha 15",547387,24,271,3,234,350
pondělí,2020-12-21,CZ010A,1015,"Praha 15",547387,31,276,3,254,364
úterý,2020-12-22,CZ010A,1015,"Praha 15",547387,48,310,2,275,384
středa,2020-12-23,CZ010A,1015,"Praha 15",547387,60,365,4,291,432
čtvrtek,2020-12-24,CZ010A,1015,"Praha 15",547387,29,363,3,279,435
pátek,2020-12-25,CZ010A,1015,"Praha 15",547387,11,348,0,250,431
sobota,2020-12-26,CZ010A,1015,"Praha 15",547387,13,320,1,216,432
neděle,2020-12-27,CZ010A,1015,"Praha 15",547387,19,299,1,211,445
pondělí,2020-12-28,CZ010A,1015,"Praha 15",547387,66,316,7,246,500
úterý,2020-12-29,CZ010A,1015,"Praha 15",547387,74,366,10,272,547
středa,2020-12-30,CZ010A,1015,"Praha 15",547387,63,393,6,275,566
čtvrtek,2020-12-31,CZ010A,1015,"Praha 15",547387,86,415,11,332,611
pátek,2021-01-01,CZ010A,1015,"Praha 15",547387,27,396,5,348,598
sobota,2021-01-02,CZ010A,1015,"Praha 15",547387,11,365,3,346,562
neděle,2021-01-03,CZ010A,1015,"Praha 15",547387,40,397,6,367,578
pondělí,2021-01-04,CZ010A,1015,"Praha 15",547387,48,431,4,349,595
úterý,2021-01-05,CZ010A,1015,"Praha 15",547387,75,493,9,350,622
středa,2021-01-06,CZ010A,1015,"Praha 15",547387,86,547,9,373,648
čtvrtek,2021-01-07,CZ010A,1015,"Praha 15",547387,34,502,6,321,653
pátek,2021-01-08,CZ010A,1015,"Praha 15",547387,51,470,4,345,693
sobota,2021-01-09,CZ010A,1015,"Praha 15",547387,39,422,6,373,719
neděle,2021-01-10,CZ010A,1015,"Praha 15",547387,16,414,3,349,716
pondělí,2021-01-11,CZ010A,1015,"Praha 15",547387,29,438,5,330,679
úterý,2021-01-12,CZ010A,1015,"Praha 15",547387,25,425,6,280,630
středa,2021-01-13,CZ010A,1015,"Praha 15",547387,51,453,5,245,618
čtvrtek,2021-01-14,CZ010A,1015,"Praha 15",547387,25,398,5,236,557
pátek,2021-01-15,CZ010A,1015,"Praha 15",547387,18,322,1,203,548
sobota,2021-01-16,CZ010A,1015,"Praha 15",547387,32,298,5,196,569
neděle,2021-01-17,CZ010A,1015,"Praha 15",547387,14,269,1,194,543
pondělí,2021-01-18,CZ010A,1015,"Praha 15",547387,14,243,0,179,509
úterý,2021-01-19,CZ010A,1015,"Praha 15",547387,51,279,9,205,485
středa,2021-01-20,CZ010A,1015,"Praha 15",547387,20,287,4,174,419
čtvrtek,2021-01-21,CZ010A,1015,"Praha 15",547387,22,262,1,171,407
pátek,2021-01-22,CZ010A,1015,"Praha 15",547387,21,248,2,174,377
sobota,2021-01-23,CZ010A,1015,"Praha 15",547387,22,248,2,164,360
neděle,2021-01-24,CZ010A,1015,"Praha 15",547387,10,223,2,160,354
pondělí,2021-01-25,CZ010A,1015,"Praha 15",547387,34,225,6,180,359
úterý,2021-01-26,CZ010A,1015,"Praha 15",547387,27,237,7,156,361
středa,2021-01-27,CZ010A,1015,"Praha 15",547387,25,247,2,161,335
čtvrtek,2021-01-28,CZ010A,1015,"Praha 15",547387,36,240,6,175,346
pátek,2021-01-29,CZ010A,1015,"Praha 15",547387,54,267,8,208,382
sobota,2021-01-30,CZ010A,1015,"Praha 15",547387,17,267,3,203,367
neděle,2021-01-31,CZ010A,1015,"Praha 15",547387,23,264,4,216,376
pondělí,2021-02-01,CZ010A,1015,"Praha 15",547387,34,274,4,216,396
úterý,2021-02-02,CZ010A,1015,"Praha 15",547387,26,286,6,215,371
středa,2021-02-03,CZ010A,1015,"Praha 15",547387,39,305,9,229,390
čtvrtek,2021-02-04,CZ010A,1015,"Praha 15",547387,71,338,21,264,439
pátek,2021-02-05,CZ010A,1015,"Praha 15",547387,16,329,3,226,434
sobota,2021-02-06,CZ010A,1015,"Praha 15",547387,47,341,7,256,459
neděle,2021-02-07,CZ010A,1015,"Praha 15",547387,19,322,3,252,468
pondělí,2021-02-08,CZ010A,1015,"Praha 15",547387,58,348,9,276,492
úterý,2021-02-09,CZ010A,1015,"Praha 15",547387,40,361,1,290,505
středa,2021-02-10,CZ010A,1015,"Praha 15",547387,33,383,5,284,513
čtvrtek,2021-02-11,CZ010A,1015,"Praha 15",547387,63,389,14,276,540
pátek,2021-02-12,CZ010A,1015,"Praha 15",547387,23,383,7,283,509
sobota,2021-02-13,CZ010A,1015,"Praha 15",547387,58,406,5,294,550
neděle,2021-02-14,CZ010A,1015,"Praha 15",547387,16,392,0,291,543
pondělí,2021-02-15,CZ010A,1015,"Praha 15",547387,62,415,8,295,571
úterý,2021-02-16,CZ010A,1015,"Praha 15",547387,38,428,3,293,583
středa,2021-02-17,CZ010A,1015,"Praha 15",547387,50,457,6,310,594
čtvrtek,2021-02-18,CZ010A,1015,"Praha 15",547387,72,474,9,319,595
pátek,2021-02-19,CZ010A,1015,"Praha 15",547387,40,467,6,336,619
sobota,2021-02-20,CZ010A,1015,"Praha 15",547387,17,426,3,295,589
neděle,2021-02-21,CZ010A,1015,"Praha 15",547387,79,459,12,358,649
pondělí,2021-02-22,CZ010A,1015,"Praha 15",547387,34,452,3,330,625
úterý,2021-02-23,CZ010A,1015,"Praha 15",547387,124,548,17,416,709
středa,2021-02-24,CZ010A,1015,"Praha 15",547387,54,574,7,420,730
čtvrtek,2021-02-25,CZ010A,1015,"Praha 15",547387,55,557,3,403,722
pátek,2021-02-26,CZ010A,1015,"Praha 15",547387,78,572,10,441,777
sobota,2021-02-27,CZ010A,1015,"Praha 15",547387,79,600,12,503,798
neděle,2021-02-28,CZ010A,1015,"Praha 15",547387,72,625,10,496,854
pondělí,2021-03-01,CZ010A,1015,"Praha 15",547387,69,643,8,531,861
úterý,2021-03-02,CZ010A,1015,"Praha 15",547387,99,709,10,506,922
středa,2021-03-03,CZ010A,1015,"Praha 15",547387,75,752,13,527,947
čtvrtek,2021-03-04,CZ010A,1015,"Praha 15",547387,83,746,16,555,958
pátek,2021-03-05,CZ010A,1015,"Praha 15",547387,27,678,7,504,945
sobota,2021-03-06,CZ010A,1015,"Praha 15",547387,83,678,17,508,1011
neděle,2021-03-07,CZ010A,1015,"Praha 15",547387,20,622,4,456,952
pondělí,2021-03-08,CZ010A,1015,"Praha 15",547387,67,611,10,454,985
úterý,2021-03-09,CZ010A,1015,"Praha 15",547387,64,624,7,419,925
středa,2021-03-10,CZ010A,1015,"Praha 15",547387,82,675,6,426,953
čtvrtek,2021-03-11,CZ010A,1015,"Praha 15",547387,53,723,7,396,951
pátek,2021-03-12,CZ010A,1015,"Praha 15",547387,23,743,3,392,896
sobota,2021-03-13,CZ010A,1015,"Praha 15",547387,44,782,7,353,861
neděle,2021-03-14,CZ010A,1015,"Praha 15",547387,28,807,4,361,817
pondělí,2021-03-15,CZ010A,1015,"Praha 15",547387,64,773,9,358,812
úterý,2021-03-16,CZ010A,1015,"Praha 15",547387,35,736,4,329,748
středa,2021-03-17,CZ010A,1015,"Praha 15",547387,61,715,11,308,734
čtvrtek,2021-03-18,CZ010A,1015,"Praha 15",547387,46,688,9,301,697
pátek,2021-03-19,CZ010A,1015,"Praha 15",547387,51,678,2,329,721
sobota,2021-03-20,CZ010A,1015,"Praha 15",547387,16,650,0,301,654
neděle,2021-03-21,CZ010A,1015,"Praha 15",547387,15,629,0,288,649
pondělí,2021-03-22,CZ010A,1015,"Praha 15",547387,45,590,6,269,627
úterý,2021-03-23,CZ010A,1015,"Praha 15",547387,38,552,7,272,601
středa,2021-03-24,CZ010A,1015,"Praha 15",547387,14,522,2,225,533
čtvrtek,2021-03-25,CZ010A,1015,"Praha 15",547387,15,490,1,194,495
pátek,2021-03-26,CZ010A,1015,"Praha 15",547387,20,466,4,163,492
sobota,2021-03-27,CZ010A,1015,"Praha 15",547387,22,462,6,169,470
neděle,2021-03-28,CZ010A,1015,"Praha 15",547387,6,442,0,160,448
pondělí,2021-03-29,CZ010A,1015,"Praha 15",547387,21,380,5,136,405
úterý,2021-03-30,CZ010A,1015,"Praha 15",547387,23,352,1,121,393
středa,2021-03-31,CZ010A,1015,"Praha 15",547387,15,342,0,122,347
čtvrtek,2021-04-01,CZ010A,1015,"Praha 15",547387,3,302,1,110,304
pátek,2021-04-02,CZ010A,1015,"Praha 15",547387,26,282,3,116,279
sobota,2021-04-03,CZ010A,1015,"Praha 15",547387,12,271,0,106,275
neděle,2021-04-04,CZ010A,1015,"Praha 15",547387,11,269,1,111,271
pondělí,2021-04-05,CZ010A,1015,"Praha 15",547387,10,237,1,100,236
úterý,2021-04-06,CZ010A,1015,"Praha 15",547387,7,216,0,84,205
středa,2021-04-07,CZ010A,1015,"Praha 15",547387,10,209,0,79,201
čtvrtek,2021-04-08,CZ010A,1015,"Praha 15",547387,16,206,1,92,202
pátek,2021-04-09,CZ010A,1015,"Praha 15",547387,7,186,2,73,189
sobota,2021-04-10,CZ010A,1015,"Praha 15",547387,4,181,2,65,171
neděle,2021-04-11,CZ010A,1015,"Praha 15",547387,4,177,0,58,169
pondělí,2021-04-12,CZ010A,1015,"Praha 15",547387,12,164,0,60,160
úterý,2021-04-13,CZ010A,1015,"Praha 15",547387,12,152,2,65,149
středa,2021-04-14,CZ010A,1015,"Praha 15",547387,3,145,1,58,137
čtvrtek,2021-04-15,CZ010A,1015,"Praha 15",547387,8,134,2,50,142
pátek,2021-04-16,CZ010A,1015,"Praha 15",547387,1,128,0,44,117
sobota,2021-04-17,CZ010A,1015,"Praha 15",547387,6,121,1,46,111
neděle,2021-04-18,CZ010A,1015,"Praha 15",547387,0,112,0,42,100
pondělí,2021-04-19,CZ010A,1015,"Praha 15",547387,10,116,2,40,100
úterý,2021-04-20,CZ010A,1015,"Praha 15",547387,2,91,0,30,95
středa,2021-04-21,CZ010A,1015,"Praha 15",547387,3,87,0,30,88
čtvrtek,2021-04-22,CZ010A,1015,"Praha 15",547387,10,92,1,32,82
pátek,2021-04-23,CZ010A,1015,"Praha 15",547387,3,91,0,34,78
sobota,2021-04-24,CZ010A,1015,"Praha 15",547387,2,91,0,30,76
neděle,2021-04-25,CZ010A,1015,"Praha 15",547387,1,90,0,31,73
pondělí,2021-04-26,CZ010A,1015,"Praha 15",547387,4,78,1,25,65
úterý,2021-04-27,CZ010A,1015,"Praha 15",547387,10,82,0,33,63
středa,2021-04-28,CZ010A,1015,"Praha 15",547387,0,73,0,30,60
čtvrtek,2021-04-29,CZ010A,1015,"Praha 15",547387,1,70,0,21,53
pátek,2021-04-30,CZ010A,1015,"Praha 15",547387,1,66,0,19,53
sobota,2021-05-01,CZ010A,1015,"Praha 15",547387,8,72,1,25,55
neděle,2021-05-02,CZ010A,1015,"Praha 15",547387,5,75,0,29,60
pondělí,2021-05-03,CZ010A,1015,"Praha 15",547387,10,73,0,35,60
úterý,2021-05-04,CZ010A,1015,"Praha 15",547387,5,76,0,30,63
středa,2021-05-05,CZ010A,1015,"Praha 15",547387,1,69,0,31,61
čtvrtek,2021-05-06,CZ010A,1015,"Praha 15",547387,6,72,0,36,57
pátek,2021-05-07,CZ010A,1015,"Praha 15",547387,4,71,0,39,58
sobota,2021-05-08,CZ010A,1015,"Praha 15",547387,5,76,0,36,61
neděle,2021-05-09,CZ010A,1015,"Praha 15",547387,2,76,0,33,62
pondělí,2021-05-10,CZ010A,1015,"Praha 15",547387,2,78,0,25,60
úterý,2021-05-11,CZ010A,1015,"Praha 15",547387,3,81,0,23,53
středa,2021-05-12,CZ010A,1015,"Praha 15",547387,2,83,0,24,55
čtvrtek,2021-05-13,CZ010A,1015,"Praha 15",547387,2,85,0,20,56
