datum,kraj_nuts_kod,okres_lau_kod,prirustkovy_pocet_testu_okres,kumulativni_pocet_testu_okres,prirustkovy_pocet_testu_kraj,kumulativni_pocet_testu_kraj,prirustkovy_pocet_prvnich_testu_okres,kumulativni_pocet_prvnich_testu_okres,prirustkovy_pocet_prvnich_testu_kraj,kumulativni_pocet_prvnich_testu_kraj
2021-02-08,CZ071,CZ0715,219,30966,1263,192966,219,29420,1263,180998
2021-02-08,CZ071,CZ0713,195,35946,1263,192966,195,33599,1263,180998
2021-02-09,CZ071,CZ0714,381,42729,1518,194484,375,40305,1510,182508
2021-02-09,CZ071,CZ0712,497,73932,1518,194484,497,68844,1510,182508
2021-02-09,CZ071,CZ0715,260,31226,1518,194484,260,29680,1510,182508
2021-02-09,CZ071,CZ0713,310,36256,1518,194484,308,33907,1510,182508
2021-02-09,CZ071,CZ0711,70,10341,1518,194484,70,9772,1510,182508
2021-02-10,CZ071,CZ0711,61,10402,1282,195766,59,9831,1280,183788
2021-02-10,CZ071,CZ0712,496,74428,1282,195766,496,69340,1280,183788
2021-02-10,CZ071,CZ0715,243,31469,1282,195766,243,29923,1280,183788
2021-02-10,CZ071,CZ0714,283,43012,1282,195766,283,40588,1280,183788
2021-02-10,CZ071,CZ0713,199,36455,1282,195766,199,34106,1280,183788
2021-02-11,CZ071,CZ0711,40,10442,1185,196951,40,9871,1179,184967
2021-02-11,CZ071,CZ0713,226,36681,1185,196951,220,34326,1179,184967
2021-02-11,CZ071,CZ0712,406,74834,1185,196951,406,69746,1179,184967
2021-02-11,CZ071,CZ0714,281,43293,1185,196951,281,40869,1179,184967
2021-02-11,CZ071,CZ0715,232,31701,1185,196951,232,30155,1179,184967
2021-02-12,CZ071,CZ0712,590,75424,1453,198404,590,70336,1443,186410
2021-02-12,CZ071,CZ0715,237,31938,1453,198404,237,30392,1443,186410
2021-02-12,CZ071,CZ0714,368,43661,1453,198404,360,41229,1443,186410
2021-02-12,CZ071,CZ0713,222,36903,1453,198404,222,34548,1443,186410
2021-02-12,CZ071,CZ0711,36,10478,1453,198404,34,9905,1443,186410
2021-02-13,CZ071,CZ0715,56,31994,418,198822,56,30448,409,186819
2021-02-13,CZ071,CZ0713,68,36971,418,198822,61,34609,409,186819
2021-02-13,CZ071,CZ0712,114,75538,418,198822,114,70450,409,186819
2021-02-13,CZ071,CZ0714,101,43762,418,198822,101,41330,409,186819
2021-02-13,CZ071,CZ0711,79,10557,418,198822,77,9982,409,186819
2021-02-14,CZ071,CZ0713,29,37000,372,199194,29,34638,372,187191
2021-02-14,CZ071,CZ0715,45,32039,372,199194,45,30493,372,187191
2021-02-14,CZ071,CZ0714,46,43808,372,199194,46,41376,372,187191
2021-02-14,CZ071,CZ0712,246,75784,372,199194,246,70696,372,187191
2021-02-14,CZ071,CZ0711,6,10563,372,199194,6,9988,372,187191
2021-02-15,CZ071,CZ0711,19,10582,1560,200754,19,10007,1560,188751
2021-02-15,CZ071,CZ0714,360,44168,1560,200754,360,41736,1560,188751
2021-02-15,CZ071,CZ0712,674,76458,1560,200754,674,71370,1560,188751
2021-02-15,CZ071,CZ0713,256,37256,1560,200754,256,34894,1560,188751
2021-02-15,CZ071,CZ0715,251,32290,1560,200754,251,30744,1560,188751
2021-02-16,CZ071,CZ0711,54,10636,1840,202594,54,10061,1838,190589
2021-02-16,CZ071,CZ0713,256,37512,1840,202594,254,35148,1838,190589
2021-02-16,CZ071,CZ0715,230,32520,1840,202594,230,30974,1838,190589
2021-02-16,CZ071,CZ0712,967,77425,1840,202594,967,72337,1838,190589
2021-02-16,CZ071,CZ0714,333,44501,1840,202594,333,42069,1838,190589
2021-02-17,CZ071,CZ0711,66,10702,1204,203798,66,10127,1204,191793
2021-02-17,CZ071,CZ0714,307,44808,1204,203798,307,42376,1204,191793
2021-02-17,CZ071,CZ0715,183,32703,1204,203798,183,31157,1204,191793
2021-02-17,CZ071,CZ0712,456,77881,1204,203798,456,72793,1204,191793
2021-02-17,CZ071,CZ0713,192,37704,1204,203798,192,35340,1204,191793
2021-02-18,CZ071,CZ0713,222,37926,1276,205074,216,35556,1269,193062
2021-02-18,CZ071,CZ0714,325,45133,1276,205074,325,42701,1269,193062
2021-02-18,CZ071,CZ0715,156,32859,1276,205074,156,31313,1269,193062
2021-02-18,CZ071,CZ0712,500,78381,1276,205074,499,73292,1269,193062
2021-02-18,CZ071,CZ0711,73,10775,1276,205074,73,10200,1269,193062
2021-02-19,CZ071,CZ0714,512,45645,1956,207030,419,43120,1706,194768
2021-02-19,CZ071,CZ0712,835,79216,1956,207030,696,73988,1706,194768
2021-02-19,CZ071,CZ0715,275,33134,1956,207030,267,31580,1706,194768
2021-02-19,CZ071,CZ0713,269,38195,1956,207030,261,35817,1706,194768
2021-02-19,CZ071,CZ0711,65,10840,1956,207030,63,10263,1706,194768
2021-02-20,CZ071,CZ0713,64,38259,471,207501,64,35881,471,195239
2021-02-20,CZ071,CZ0711,65,10905,471,207501,65,10328,471,195239
2021-02-20,CZ071,CZ0715,66,33200,471,207501,66,31646,471,195239
2021-02-20,CZ071,CZ0712,159,79375,471,207501,159,74147,471,195239
2021-02-20,CZ071,CZ0714,117,45762,471,207501,117,43237,471,195239
2021-02-21,CZ071,CZ0715,27,33227,196,207697,27,31673,196,195435
2021-02-21,CZ071,CZ0713,15,38274,196,207697,15,35896,196,195435
2021-02-21,CZ071,CZ0712,106,79481,196,207697,106,74253,196,195435
2021-02-21,CZ071,CZ0714,35,45797,196,207697,35,43272,196,195435
2021-02-21,CZ071,CZ0711,13,10918,196,207697,13,10341,196,195435
2021-02-22,CZ071,CZ0711,17,10935,1927,209624,17,10358,1885,197320
2021-02-22,CZ071,CZ0712,926,80407,1927,209624,894,75147,1885,197320
2021-02-22,CZ071,CZ0714,482,46279,1927,209624,472,43744,1885,197320
2021-02-22,CZ071,CZ0715,247,33474,1927,209624,247,31920,1885,197320
2021-02-22,CZ071,CZ0713,255,38529,1927,209624,255,36151,1885,197320
2021-02-23,CZ071,CZ0714,374,46653,1625,211249,374,44118,1621,198941
2021-02-23,CZ071,CZ0715,239,33713,1625,211249,239,32159,1621,198941
2021-02-23,CZ071,CZ0713,231,38760,1625,211249,227,36378,1621,198941
2021-02-23,CZ071,CZ0712,697,81104,1625,211249,697,75844,1621,198941
2021-02-23,CZ071,CZ0711,84,11019,1625,211249,84,10442,1621,198941
2021-02-24,CZ071,CZ0715,203,33916,1692,212941,203,32362,1692,200633
2021-02-24,CZ071,CZ0714,486,47139,1692,212941,486,44604,1692,200633
2021-02-24,CZ071,CZ0712,669,81773,1692,212941,669,76513,1692,200633
2021-02-24,CZ071,CZ0713,226,38986,1692,212941,226,36604,1692,200633
2021-02-24,CZ071,CZ0711,108,11127,1692,212941,108,10550,1692,200633
2021-02-25,CZ071,CZ0713,315,39301,1961,214902,307,36911,1688,202321
2021-02-25,CZ071,CZ0715,236,34152,1961,214902,236,32598,1688,202321
2021-02-25,CZ071,CZ0714,478,47617,1961,214902,389,44993,1688,202321
2021-02-25,CZ071,CZ0712,825,82598,1961,214902,655,77168,1688,202321
2021-02-25,CZ071,CZ0711,107,11234,1961,214902,101,10651,1688,202321
2021-02-26,CZ071,CZ0714,485,48102,1878,216780,485,45478,1878,204199
2021-02-26,CZ071,CZ0712,798,83396,1878,216780,798,77966,1878,204199
2021-02-26,CZ071,CZ0715,212,34364,1878,216780,212,32810,1878,204199
2021-02-26,CZ071,CZ0711,101,11335,1878,216780,101,10752,1878,204199
2021-02-26,CZ071,CZ0713,282,39583,1878,216780,282,37193,1878,204199
2021-02-27,CZ071,CZ0711,127,11462,657,217437,127,10879,657,204856
2021-02-27,CZ071,CZ0712,230,83626,657,217437,230,78196,657,204856
2021-02-27,CZ071,CZ0714,163,48265,657,217437,163,45641,657,204856
2021-02-27,CZ071,CZ0715,53,34417,657,217437,53,32863,657,204856
2021-02-27,CZ071,CZ0713,84,39667,657,217437,84,37277,657,204856
2021-02-28,CZ071,CZ0711,9,11471,231,217668,9,10888,227,205083
2021-02-28,CZ071,CZ0712,101,83727,231,217668,101,78297,227,205083
2021-02-28,CZ071,CZ0715,25,34442,231,217668,24,32887,227,205083
2021-02-28,CZ071,CZ0714,56,48321,231,217668,55,45696,227,205083
2021-02-28,CZ071,CZ0713,40,39707,231,217668,38,37315,227,205083
2021-03-01,CZ071,CZ0711,34,11505,1884,219552,34,10922,1884,206967
2021-03-01,CZ071,CZ0712,843,84570,1884,219552,843,79140,1884,206967
2021-03-01,CZ071,CZ0713,308,40015,1884,219552,308,37623,1884,206967
2021-03-01,CZ071,CZ0715,226,34668,1884,219552,226,33113,1884,206967
2021-03-01,CZ071,CZ0714,473,48794,1884,219552,473,46169,1884,206967
2021-03-02,CZ071,CZ0711,151,11656,1881,221433,151,11073,1881,208848
2021-03-02,CZ071,CZ0713,282,40297,1881,221433,282,37905,1881,208848
2021-03-02,CZ071,CZ0712,750,85320,1881,221433,750,79890,1881,208848
2021-03-02,CZ071,CZ0714,465,49259,1881,221433,465,46634,1881,208848
2021-03-02,CZ071,CZ0715,233,34901,1881,221433,233,33346,1881,208848
2021-03-03,CZ071,CZ0713,263,40560,1728,223161,263,38168,1724,210572
2021-03-03,CZ071,CZ0714,361,49620,1728,223161,361,46995,1724,210572
2021-03-03,CZ071,CZ0715,204,35105,1728,223161,204,33550,1724,210572
2021-03-03,CZ071,CZ0712,753,86073,1728,223161,753,80643,1724,210572
2021-03-03,CZ071,CZ0711,147,11803,1728,223161,143,11216,1724,210572
2021-03-04,CZ071,CZ0713,295,40855,1776,224937,294,38462,1775,212347
2021-03-04,CZ071,CZ0712,706,86779,1776,224937,706,81349,1775,212347
2021-03-04,CZ071,CZ0715,263,35368,1776,224937,263,33813,1775,212347
2021-03-04,CZ071,CZ0714,397,50017,1776,224937,397,47392,1775,212347
2021-03-04,CZ071,CZ0711,115,11918,1776,224937,115,11331,1775,212347
2021-03-05,CZ071,CZ0713,310,41165,2134,227071,292,38754,1883,214230
2021-03-05,CZ071,CZ0715,241,35609,2134,227071,241,34054,1883,214230
2021-03-05,CZ071,CZ0714,477,50494,2134,227071,415,47807,1883,214230
2021-03-05,CZ071,CZ0712,1016,87795,2134,227071,848,82197,1883,214230
2021-03-05,CZ071,CZ0711,90,12008,2134,227071,87,11418,1883,214230
2021-03-06,CZ071,CZ0711,113,12121,555,227626,113,11531,555,214785
2021-03-06,CZ071,CZ0713,94,41259,555,227626,94,38848,555,214785
2021-03-06,CZ071,CZ0714,111,50605,555,227626,111,47918,555,214785
2021-03-06,CZ071,CZ0715,85,35694,555,227626,85,34139,555,214785
2021-03-06,CZ071,CZ0712,152,87947,555,227626,152,82349,555,214785
2021-03-07,CZ071,CZ0711,16,12137,463,228089,16,11547,460,215245
2021-03-07,CZ071,CZ0713,43,41302,463,228089,43,38891,460,215245
2021-03-07,CZ071,CZ0714,59,50664,463,228089,58,47976,460,215245
2021-03-07,CZ071,CZ0715,43,35737,463,228089,41,34180,460,215245
2021-03-07,CZ071,CZ0712,302,88249,463,228089,302,82651,460,215245
2021-03-08,CZ071,CZ0713,273,41575,1741,229830,268,39159,1724,216969
2021-03-08,CZ071,CZ0711,19,12156,1741,229830,19,11566,1724,216969
2021-03-08,CZ071,CZ0715,188,35925,1741,229830,188,34368,1724,216969
2021-03-08,CZ071,CZ0712,839,89088,1741,229830,839,83490,1724,216969
2021-03-08,CZ071,CZ0714,422,51086,1741,229830,410,48386,1724,216969
2021-03-09,CZ071,CZ0711,134,12290,2106,231936,131,11697,2096,219065
2021-03-09,CZ071,CZ0712,906,89994,2106,231936,906,84396,2096,219065
2021-03-09,CZ071,CZ0715,334,36259,2106,231936,334,34702,2096,219065
2021-03-09,CZ071,CZ0714,392,51478,2106,231936,387,48773,2096,219065
2021-03-09,CZ071,CZ0713,340,41915,2106,231936,338,39497,2096,219065
2021-03-10,CZ071,CZ0711,112,12402,1910,233846,111,11808,1903,220968
2021-03-10,CZ071,CZ0714,436,51914,1910,233846,434,49207,1903,220968
2021-03-10,CZ071,CZ0715,234,36493,1910,233846,234,34936,1903,220968
2021-03-10,CZ071,CZ0712,816,90810,1910,233846,816,85212,1903,220968
2021-03-10,CZ071,CZ0713,312,42227,1910,233846,308,39805,1903,220968
2021-03-11,CZ071,CZ0712,855,91665,1879,235725,821,86033,1793,222761
2021-03-11,CZ071,CZ0715,230,36723,1879,235725,226,35162,1793,222761
2021-03-11,CZ071,CZ0714,410,52324,1879,235725,371,49578,1793,222761
2021-03-11,CZ071,CZ0713,308,42535,1879,235725,301,40106,1793,222761
2021-03-11,CZ071,CZ0711,76,12478,1879,235725,74,11882,1793,222761
2021-03-12,CZ071,CZ0711,80,12558,1903,237628,80,11962,1903,224664
2021-03-12,CZ071,CZ0713,352,42887,1903,237628,352,40458,1903,224664
2021-03-12,CZ071,CZ0715,230,36953,1903,237628,230,35392,1903,224664
2021-03-12,CZ071,CZ0712,854,92519,1903,237628,854,86887,1903,224664
2021-03-12,CZ071,CZ0714,387,52711,1903,237628,387,49965,1903,224664
2021-03-13,CZ071,CZ0713,174,43061,527,238155,168,40626,518,225182
2021-03-13,CZ071,CZ0712,114,92633,527,238155,114,87001,518,225182
2021-03-13,CZ071,CZ0715,63,37016,527,238155,63,35455,518,225182
2021-03-13,CZ071,CZ0714,105,52816,527,238155,105,50070,518,225182
2021-03-13,CZ071,CZ0711,71,12629,527,238155,68,12030,518,225182
2021-03-14,CZ071,CZ0714,57,52873,459,238614,57,50127,459,225641
2021-03-14,CZ071,CZ0715,45,37061,459,238614,45,35500,459,225641
2021-03-14,CZ071,CZ0713,52,43113,459,238614,52,40678,459,225641
2021-03-14,CZ071,CZ0712,294,92927,459,238614,294,87295,459,225641
2021-03-14,CZ071,CZ0711,11,12640,459,238614,11,12041,459,225641
2021-03-15,CZ071,CZ0711,23,12663,1829,240443,23,12064,1829,227470
2021-03-15,CZ071,CZ0712,921,93848,1829,240443,921,88216,1829,227470
2021-03-15,CZ071,CZ0714,438,53311,1829,240443,438,50565,1829,227470
2021-03-15,CZ071,CZ0715,213,37274,1829,240443,213,35713,1829,227470
2021-03-15,CZ071,CZ0713,234,43347,1829,240443,234,40912,1829,227470
2021-03-16,CZ071,CZ0714,428,53739,1898,242341,426,50991,1890,229360
2021-03-16,CZ071,CZ0712,841,94689,1898,242341,841,89057,1890,229360
2021-03-16,CZ071,CZ0715,207,37481,1898,242341,207,35920,1890,229360
2021-03-16,CZ071,CZ0711,98,12761,1898,242341,98,12162,1890,229360
2021-03-16,CZ071,CZ0713,324,43671,1898,242341,318,41230,1890,229360
2021-03-17,CZ071,CZ0711,89,12850,1810,244151,89,12251,1776,231136
2021-03-17,CZ071,CZ0712,794,95483,1810,244151,791,89848,1776,231136
2021-03-17,CZ071,CZ0713,306,43977,1810,244151,298,41528,1776,231136
2021-03-17,CZ071,CZ0715,234,37715,1810,244151,234,36154,1776,231136
2021-03-17,CZ071,CZ0714,387,54126,1810,244151,364,51355,1776,231136
2021-03-18,CZ071,CZ0712,766,96249,1602,245753,766,90614,1594,232730
2021-03-18,CZ071,CZ0715,218,37933,1602,245753,218,36372,1594,232730
2021-03-18,CZ071,CZ0714,296,54422,1602,245753,292,51647,1594,232730
2021-03-18,CZ071,CZ0713,239,44216,1602,245753,239,41767,1594,232730
2021-03-18,CZ071,CZ0711,83,12933,1602,245753,79,12330,1594,232730
2021-03-19,CZ071,CZ0713,267,44483,2101,247854,255,42022,1857,234587
2021-03-19,CZ071,CZ0711,86,13019,2101,247854,83,12413,1857,234587
2021-03-19,CZ071,CZ0715,303,38236,2101,247854,299,36671,1857,234587
2021-03-19,CZ071,CZ0712,1050,97299,2101,247854,876,91490,1857,234587
2021-03-19,CZ071,CZ0714,395,54817,2101,247854,344,51991,1857,234587
2021-03-20,CZ071,CZ0713,44,44527,426,248280,44,42066,411,234998
2021-03-20,CZ071,CZ0715,74,38310,426,248280,74,36745,411,234998
2021-03-20,CZ071,CZ0714,121,54938,426,248280,121,52112,411,234998
2021-03-20,CZ071,CZ0712,134,97433,426,248280,131,91621,411,234998
2021-03-20,CZ071,CZ0711,53,13072,426,248280,41,12454,411,234998
2021-03-16,CZ020,CZ0209,470,99153,5520,730163,470,92020,5468,684693
2021-03-16,CZ020,CZ0202,548,49213,5520,730163,532,46200,5468,684693
2021-03-16,CZ020,CZ020A,577,90846,5520,730163,577,83721,5468,684693
2021-03-16,CZ020,CZ0203,796,88407,5520,730163,775,83732,5468,684693
2021-03-16,CZ020,CZ0208,352,50441,5520,730163,352,47236,5468,684693
2021-03-16,CZ020,CZ0207,521,73049,5520,730163,521,69274,5468,684693
2021-03-17,CZ020,CZ0202,357,49570,4775,734938,330,46530,4733,689426
2021-03-17,CZ020,CZ0208,246,50687,4775,734938,246,47482,4733,689426
2021-03-17,CZ020,CZ0203,756,89163,4775,734938,748,84480,4733,689426
2021-03-17,CZ020,CZ0207,533,73582,4775,734938,533,69807,4733,689426
2021-03-17,CZ020,CZ020A,489,91335,4775,734938,489,84210,4733,689426
2021-03-17,CZ020,CZ0209,462,99615,4775,734938,462,92482,4733,689426
2021-03-17,CZ020,CZ0204,439,54659,4775,734938,439,51516,4733,689426
2021-03-17,CZ020,CZ0201,238,50782,4775,734938,238,47887,4733,689426
2021-03-17,CZ020,CZ020B,400,54219,4775,734938,393,50842,4733,689426
2021-03-17,CZ020,CZ0206,402,58893,4775,734938,402,54913,4733,689426
2021-03-17,CZ020,CZ0205,242,35888,4775,734938,242,34062,4733,689426
2021-03-17,CZ020,CZ020C,211,26545,4775,734938,211,25215,4733,689426
2021-03-18,CZ020,CZ0207,627,74209,4430,739368,627,70434,4400,693826
2021-03-18,CZ020,CZ0208,323,51010,4430,739368,323,47805,4400,693826
2021-03-18,CZ020,CZ0203,642,89805,4430,739368,642,85122,4400,693826
2021-03-18,CZ020,CZ020A,407,91742,4430,739368,407,84617,4400,693826
2021-03-18,CZ020,CZ0202,421,49991,4430,739368,397,46927,4400,693826
2021-03-18,CZ020,CZ0209,360,99975,4430,739368,360,92842,4400,693826
2021-03-18,CZ020,CZ0204,302,54961,4430,739368,302,51818,4400,693826
2021-03-18,CZ020,CZ0206,355,59248,4430,739368,355,55268,4400,693826
2021-03-18,CZ020,CZ020B,327,54546,4430,739368,327,51169,4400,693826
2021-03-18,CZ020,CZ0201,213,50995,4430,739368,213,48100,4400,693826
2021-03-18,CZ020,CZ0205,300,36188,4430,739368,297,34359,4400,693826
2021-03-18,CZ020,CZ020C,153,26698,4430,739368,150,25365,4400,693826
2021-03-19,CZ020,CZ020A,455,92197,4286,743654,455,85072,4283,698109
2021-03-19,CZ020,CZ0207,586,74795,4286,743654,586,71020,4283,698109
2021-03-19,CZ020,CZ0202,327,50318,4286,743654,327,47254,4283,698109
2021-03-19,CZ020,CZ0208,250,51260,4286,743654,250,48055,4283,698109
2021-03-19,CZ020,CZ0203,518,90323,4286,743654,518,85640,4283,698109
2021-03-19,CZ020,CZ0209,452,100427,4286,743654,452,93294,4283,698109
2021-03-19,CZ020,CZ020B,331,54877,4286,743654,331,51500,4283,698109
2021-03-19,CZ020,CZ0206,369,59617,4286,743654,369,55637,4283,698109
2021-03-19,CZ020,CZ0204,363,55324,4286,743654,360,52178,4283,698109
2021-03-19,CZ020,CZ0201,243,51238,4286,743654,243,48343,4283,698109
2021-03-19,CZ020,CZ020C,133,26831,4286,743654,133,25498,4283,698109
2021-03-19,CZ020,CZ0205,259,36447,4286,743654,259,34618,4283,698109
2021-03-20,CZ020,CZ0205,139,36586,2550,746204,137,34755,2463,700572
2021-03-20,CZ020,CZ0201,70,51308,2550,746204,70,48413,2463,700572
2021-03-20,CZ020,CZ020C,45,26876,2550,746204,41,25539,2463,700572
2021-03-20,CZ020,CZ0204,240,55564,2550,746204,234,52412,2463,700572
2021-03-20,CZ020,CZ0206,260,59877,2550,746204,260,55897,2463,700572
2021-03-20,CZ020,CZ020B,239,55116,2550,746204,235,51735,2463,700572
2021-03-20,CZ020,CZ0209,255,100682,2550,746204,255,93549,2463,700572
2021-03-20,CZ020,CZ0202,280,50598,2550,746204,234,47488,2463,700572
2021-03-20,CZ020,CZ0203,308,90631,2550,746204,308,85948,2463,700572
2021-03-20,CZ020,CZ0207,245,75040,2550,746204,245,71265,2463,700572
2021-03-20,CZ020,CZ0208,176,51436,2550,746204,166,48221,2463,700572
2021-03-20,CZ020,CZ020A,293,92490,2550,746204,278,85350,2463,700572
2021-03-21,CZ020,CZ0207,197,75237,1185,747389,197,71462,1132,701704
2021-03-21,CZ020,CZ0208,188,51624,1185,747389,138,48359,1132,701704
2021-03-21,CZ020,CZ0203,158,90789,1185,747389,158,86106,1132,701704
2021-03-21,CZ020,CZ020A,126,92616,1185,747389,126,85476,1132,701704
2021-03-21,CZ020,CZ0202,33,50631,1185,747389,33,47521,1132,701704
2021-03-21,CZ020,CZ0209,101,100783,1185,747389,101,93650,1132,701704
2021-03-21,CZ020,CZ0204,102,55666,1185,747389,102,52514,1132,701704
2021-03-21,CZ020,CZ0206,50,59927,1185,747389,50,55947,1132,701704
2021-03-21,CZ020,CZ020B,75,55191,1185,747389,74,51809,1132,701704
2021-03-21,CZ020,CZ020C,54,26930,1185,747389,54,25593,1132,701704
2021-03-21,CZ020,CZ0201,67,51375,1185,747389,67,48480,1132,701704
2021-03-21,CZ020,CZ0205,34,36620,1185,747389,32,34787,1132,701704
2021-03-22,CZ020,CZ0205,268,36888,4841,752230,268,35055,4819,706523
2021-03-22,CZ020,CZ020C,192,27122,4841,752230,192,25785,4819,706523
2021-03-22,CZ020,CZ0206,359,60286,4841,752230,359,56306,4819,706523
2021-03-22,CZ020,CZ0201,302,51677,4841,752230,302,48782,4819,706523
2021-03-22,CZ020,CZ0204,413,56079,4841,752230,413,52927,4819,706523
2021-03-22,CZ020,CZ020B,407,55598,4841,752230,407,52216,4819,706523
2021-03-22,CZ020,CZ0209,537,101320,4841,752230,537,94187,4819,706523
2021-03-22,CZ020,CZ0202,277,50908,4841,752230,277,47798,4819,706523
2021-03-22,CZ020,CZ020A,482,93098,4841,752230,482,85958,4819,706523
2021-03-22,CZ020,CZ0207,541,75778,4841,752230,541,72003,4819,706523
2021-03-22,CZ020,CZ0203,664,91453,4841,752230,642,86748,4819,706523
2021-03-22,CZ020,CZ0208,399,52023,4841,752230,399,48758,4819,706523
2021-03-21,CZ071,CZ0711,5,13077,442,248722,5,12459,442,235440
2021-03-21,CZ071,CZ0714,46,54984,442,248722,46,52158,442,235440
2021-03-21,CZ071,CZ0715,46,38356,442,248722,46,36791,442,235440
2021-03-21,CZ071,CZ0712,298,97731,442,248722,298,91919,442,235440
2021-03-21,CZ071,CZ0713,47,44574,442,248722,47,42113,442,235440
2021-03-22,CZ071,CZ0714,504,55488,2040,250762,450,52608,1795,237235
2021-03-22,CZ071,CZ0715,250,38606,2040,250762,250,37041,1795,237235
2021-03-22,CZ071,CZ0713,229,44803,2040,250762,218,42331,1795,237235
2021-03-22,CZ071,CZ0712,1013,98744,2040,250762,835,92754,1795,237235
2021-03-22,CZ071,CZ0711,44,13121,2040,250762,42,12501,1795,237235
2021-03-23,CZ071,CZ0713,302,45105,1699,252461,302,42633,1686,238921
2021-03-23,CZ071,CZ0712,727,99471,1699,252461,721,93475,1686,238921
2021-03-23,CZ071,CZ0715,213,38819,1699,252461,213,37254,1686,238921
2021-03-23,CZ071,CZ0714,377,55865,1699,252461,372,52980,1686,238921
2021-03-23,CZ071,CZ0711,80,13201,1699,252461,78,12579,1686,238921
2021-03-24,CZ071,CZ0711,77,13278,1542,254003,74,12653,1527,240448
2021-03-24,CZ071,CZ0713,267,45372,1542,254003,267,42900,1527,240448
2021-03-24,CZ071,CZ0714,298,56163,1542,254003,298,53278,1527,240448
2021-03-24,CZ071,CZ0715,230,39049,1542,254003,230,37484,1527,240448
2021-03-24,CZ071,CZ0712,670,100141,1542,254003,658,94133,1527,240448
2021-03-25,CZ071,CZ0715,235,39284,1641,255644,227,37711,1263,241711
2021-03-25,CZ071,CZ0714,376,56539,1641,255644,249,53527,1263,241711
2021-03-25,CZ071,CZ0712,761,100902,1641,255644,555,94688,1263,241711
2021-03-25,CZ071,CZ0713,210,45582,1641,255644,173,43073,1263,241711
2021-03-25,CZ071,CZ0711,59,13337,1641,255644,59,12712,1263,241711
2021-03-26,CZ071,CZ0711,47,13384,1456,257100,46,12758,1319,243030
2021-03-26,CZ071,CZ0713,229,45811,1456,257100,173,43246,1319,243030
2021-03-26,CZ071,CZ0712,597,101499,1456,257100,573,95261,1319,243030
2021-03-26,CZ071,CZ0714,336,56875,1456,257100,280,53807,1319,243030
2021-03-26,CZ071,CZ0715,247,39531,1456,257100,247,37958,1319,243030
2021-03-27,CZ071,CZ0714,80,56955,410,257510,80,53887,404,243434
2021-03-27,CZ071,CZ0712,179,101678,410,257510,179,95440,404,243434
2021-03-27,CZ071,CZ0715,82,39613,410,257510,82,38040,404,243434
2021-03-27,CZ071,CZ0711,41,13425,410,257510,35,12793,404,243434
2021-03-27,CZ071,CZ0713,28,45839,410,257510,28,43274,404,243434
2021-03-28,CZ071,CZ0711,3,13428,284,257794,3,12796,284,243718
2021-03-28,CZ071,CZ0714,42,56997,284,257794,42,53929,284,243718
2021-03-28,CZ071,CZ0715,41,39654,284,257794,41,38081,284,243718
2021-03-28,CZ071,CZ0712,172,101850,284,257794,172,95612,284,243718
2021-03-28,CZ071,CZ0713,26,45865,284,257794,26,43300,284,243718
2021-03-29,CZ071,CZ0713,253,46118,1730,259524,253,43553,1730,245448
2021-03-29,CZ071,CZ0714,424,57421,1730,259524,424,54353,1730,245448
2021-03-29,CZ071,CZ0715,222,39876,1730,259524,222,38303,1730,245448
2021-03-29,CZ071,CZ0712,821,102671,1730,259524,821,96433,1730,245448
2021-03-29,CZ071,CZ0711,10,13438,1730,259524,10,12806,1730,245448
2021-03-30,CZ071,CZ0712,578,103249,1308,260832,578,97011,1303,246751
2021-03-30,CZ071,CZ0715,219,40095,1308,260832,219,38522,1303,246751
2021-03-30,CZ071,CZ0714,252,57673,1308,260832,247,54600,1303,246751
2021-03-30,CZ071,CZ0713,183,46301,1308,260832,183,43736,1303,246751
2021-03-30,CZ071,CZ0711,76,13514,1308,260832,76,12882,1303,246751
2020-08-01,CZ072,CZ0722,67,67,161,161,38,38,110,110
2020-08-01,CZ072,CZ0724,28,28,161,161,23,23,110,110
2020-08-01,CZ072,CZ0721,27,27,161,161,25,25,110,110
2020-08-01,CZ072,CZ0723,39,39,161,161,24,24,110,110
2020-08-02,CZ072,CZ0724,8,36,71,232,8,31,52,162
2020-08-02,CZ072,CZ0721,23,50,71,232,21,46,52,162
2020-08-02,CZ072,CZ0722,30,97,71,232,13,51,52,162
2020-08-02,CZ072,CZ0723,10,49,71,232,10,34,52,162
2020-08-03,CZ072,CZ0724,80,116,234,466,52,83,161,323
2020-08-03,CZ072,CZ0723,78,127,234,466,62,96,161,323
2020-08-03,CZ072,CZ0721,20,70,234,466,16,62,161,323
2020-08-03,CZ072,CZ0722,56,153,234,466,31,82,161,323
2020-08-04,CZ072,CZ0723,69,196,340,806,59,155,274,597
2020-08-04,CZ072,CZ0722,103,256,340,806,86,168,274,597
2020-08-04,CZ072,CZ0724,87,203,340,806,61,144,274,597
2020-08-04,CZ072,CZ0721,81,151,340,806,68,130,274,597
2020-08-05,CZ072,CZ0723,86,282,250,1056,71,226,187,784
2020-08-05,CZ072,CZ0722,53,309,250,1056,36,204,187,784
2020-08-05,CZ072,CZ0724,76,279,250,1056,49,193,187,784
2020-08-05,CZ072,CZ0721,35,186,250,1056,31,161,187,784
2020-08-06,CZ072,CZ0722,91,400,297,1353,77,281,255,1039
2020-08-06,CZ072,CZ0723,59,341,297,1353,54,280,255,1039
